Timestamp,n-transactions-per-block
4/27/2010 0:00,1.294444444
4/30/2010 0:00,1.180555556
5/3/2010 0:00,1.182389937
5/6/2010 0:00,1.187919463
5/9/2010 0:00,1.27972028
5/12/2010 0:00,1.253968254
5/15/2010 0:00,1.241758242
5/18/2010 0:00,1.327380952
5/21/2010 0:00,1.335227273
5/24/2010 0:00,1.329787234
5/27/2010 0:00,1.390625
5/30/2010 0:00,1.342281879
6/2/2010 0:00,1.319727891
6/5/2010 0:00,1.310344828
6/8/2010 0:00,1.39375
6/11/2010 0:00,1.470238095
6/14/2010 0:00,1.592592593
6/17/2010 0:00,1.397260274
6/20/2010 0:00,1.232432432
6/23/2010 0:00,1.374331551
6/26/2010 0:00,1.264150943
6/29/2010 0:00,1.562130178
7/2/2010 0:00,1.44047619
7/5/2010 0:00,1.41011236
7/8/2010 0:00,1.476821192
7/11/2010 0:00,1.972067039
7/14/2010 0:00,10.60899654
7/17/2010 0:00,2.358381503
7/20/2010 0:00,3.281767956
7/23/2010 0:00,2.118556701
7/26/2010 0:00,1.9218107
7/29/2010 0:00,10.37222222
8/1/2010 0:00,1.523012552
8/4/2010 0:00,1.806584362
8/7/2010 0:00,1.761290323
8/10/2010 0:00,1.780104712
8/13/2010 0:00,2.4
8/16/2010 0:00,3.081632653
8/19/2010 0:00,2.407407407
8/22/2010 0:00,1.726415094
8/25/2010 0:00,1.689814815
8/28/2010 0:00,1.994117647
8/31/2010 0:00,2.39673913
9/3/2010 0:00,1.945121951
9/6/2010 0:00,1.759493671
9/9/2010 0:00,2.4
9/12/2010 0:00,2.141242938
9/15/2010 0:00,2.544378698
9/18/2010 0:00,1.683544304
9/21/2010 0:00,4.709302326
9/24/2010 0:00,2.197368421
9/27/2010 0:00,2.633187773
9/30/2010 0:00,2.5
10/3/2010 0:00,3.090163934
10/6/2010 0:00,2.380116959
10/9/2010 0:00,2.537974684
10/12/2010 0:00,2.270967742
10/15/2010 0:00,1.853107345
10/18/2010 0:00,2.325301205
10/21/2010 0:00,2.967741935
10/24/2010 0:00,2.692682927
10/27/2010 0:00,2.666666667
10/30/2010 0:00,1.69047619
11/2/2010 0:00,1.625
11/5/2010 0:00,2.01826484
11/8/2010 0:00,1.872727273
11/11/2010 0:00,1.803652968
11/14/2010 0:00,1.625
11/17/2010 0:00,1.761133603
11/20/2010 0:00,83.88793103
11/23/2010 0:00,2.435714286
11/26/2010 0:00,6.773195876
11/29/2010 0:00,2.172248804
12/2/2010 0:00,2.446808511
12/5/2010 0:00,1.815899582
12/8/2010 0:00,2.197478992
12/11/2010 0:00,3.142857143
12/14/2010 0:00,3.791666667
12/17/2010 0:00,2.78313253
12/20/2010 0:00,5.86163522
12/23/2010 0:00,3.579310345
12/26/2010 0:00,4.027586207
12/29/2010 0:00,3.109090909
1/1/2011 0:00,3.640883978
1/4/2011 0:00,6.943262411
1/7/2011 0:00,6.219512195
1/10/2011 0:00,8.098765432
1/13/2011 0:00,6.734042553
1/16/2011 0:00,5.350574713
1/19/2011 0:00,5.426035503
1/22/2011 0:00,8.618181818
1/25/2011 0:00,5.698717949
1/28/2011 0:00,6.841772152
1/31/2011 0:00,8.194117647
2/3/2011 0:00,4.93125
2/6/2011 0:00,5.13559322
2/9/2011 0:00,6.390625
2/12/2011 0:00,9.755102041
2/15/2011 0:00,9.884444444
2/18/2011 0:00,9.698113208
2/21/2011 0:00,10.15463918
2/24/2011 0:00,10.1884058
2/27/2011 0:00,9.299180328
3/2/2011 0:00,11.95833333
3/5/2011 0:00,7.393501805
3/8/2011 0:00,13.04812834
3/11/2011 0:00,14.49230769
3/14/2011 0:00,23.59821429
3/17/2011 0:00,23.87943262
3/20/2011 0:00,29.75182482
3/23/2011 0:00,29.10828025
3/26/2011 0:00,24.16666667
3/29/2011 0:00,16.67484663
4/1/2011 0:00,8.971590909
4/4/2011 0:00,12.97191011
4/7/2011 0:00,11.40816327
4/10/2011 0:00,10.08092486
4/13/2011 0:00,12.22164948
4/16/2011 0:00,12.45086705
4/19/2011 0:00,23.36363636
4/22/2011 0:00,11.91477273
4/25/2011 0:00,13.5
4/28/2011 0:00,18.50609756
5/1/2011 0:00,22.06145251
5/4/2011 0:00,14.21319797
5/7/2011 0:00,18.1635514
5/10/2011 0:00,17.21857923
5/13/2011 0:00,19.63285024
5/16/2011 0:00,17.60728745
5/19/2011 0:00,27.26900585
5/22/2011 0:00,20.96031746
5/25/2011 0:00,20.38436482
5/28/2011 0:00,32.34193548
5/31/2011 0:00,40.42
6/3/2011 0:00,41.78712871
6/6/2011 0:00,41.64377682
6/9/2011 0:00,54.84684685
6/12/2011 0:00,53.39055794
6/15/2011 0:00,45.17921147
6/18/2011 0:00,58.69543147
6/21/2011 0:00,38.35573123
6/24/2011 0:00,50.56481481
6/27/2011 0:00,69.53254438
6/30/2011 0:00,50.45026178
7/3/2011 0:00,50.69090909
7/6/2011 0:00,67
7/9/2011 0:00,52.69127517
7/12/2011 0:00,57.78014184
7/15/2011 0:00,49.98773006
7/18/2011 0:00,52.8
7/21/2011 0:00,53.70394737
7/24/2011 0:00,49.51204819
7/27/2011 0:00,45.94827586
7/30/2011 0:00,40.84868421
8/2/2011 0:00,57.25324675
8/5/2011 0:00,52.57142857
8/8/2011 0:00,53.43382353
8/11/2011 0:00,55.44525547
8/14/2011 0:00,56.59848485
8/17/2011 0:00,56.77941176
8/20/2011 0:00,47.30921053
8/23/2011 0:00,46.9483871
8/26/2011 0:00,50.4829932
8/29/2011 0:00,58.65217391
9/1/2011 0:00,55.8372093
9/4/2011 0:00,54.1641791
9/7/2011 0:00,52.13235294
9/10/2011 0:00,45.06015038
9/13/2011 0:00,45.9084507
9/16/2011 0:00,52.17647059
9/19/2011 0:00,52.38582677
9/22/2011 0:00,41.47972973
9/25/2011 0:00,41.76642336
9/28/2011 0:00,40.93197279
10/1/2011 0:00,37.58041958
10/4/2011 0:00,51.86607143
10/7/2011 0:00,41.11594203
10/10/2011 0:00,47.82113821
10/13/2011 0:00,51.3814433
10/16/2011 0:00,41.85714286
10/19/2011 0:00,38.57142857
10/22/2011 0:00,52.18367347
10/25/2011 0:00,40.51162791
10/28/2011 0:00,48.74285714
10/31/2011 0:00,39.55725191
11/3/2011 0:00,50.024
11/6/2011 0:00,34.95833333
11/9/2011 0:00,40.04968944
11/12/2011 0:00,37.07432432
11/15/2011 0:00,37.00606061
11/18/2011 0:00,38.86466165
11/21/2011 0:00,40.42372881
11/24/2011 0:00,44.40707965
11/27/2011 0:00,44.39473684
11/30/2011 0:00,42.48447205
12/3/2011 0:00,37.04605263
12/6/2011 0:00,46.65497076
12/9/2011 0:00,38.01360544
12/12/2011 0:00,38.28346457
12/15/2011 0:00,43.30357143
12/18/2011 0:00,32.16666667
12/21/2011 0:00,37.4295302
12/24/2011 0:00,32.12413793
12/27/2011 0:00,35.93793103
12/30/2011 0:00,35.57042254
1/2/2012 0:00,35.82781457
1/5/2012 0:00,47.57823129
1/8/2012 0:00,39.28834356
1/11/2012 0:00,46.66013072
1/14/2012 0:00,45.38
1/17/2012 0:00,42.79113924
1/20/2012 0:00,46.75862069
1/23/2012 0:00,35.88235294
1/26/2012 0:00,47.8115942
1/29/2012 0:00,38.47904192
2/1/2012 0:00,46.11347518
2/4/2012 0:00,46.0955414
2/7/2012 0:00,51.18248175
2/10/2012 0:00,61.27536232
2/13/2012 0:00,58.33576642
2/16/2012 0:00,69.10869565
2/19/2012 0:00,37.70886076
2/22/2012 0:00,45.24528302
2/25/2012 0:00,38.21818182
2/28/2012 0:00,42.03125
3/2/2012 0:00,57.05223881
3/5/2012 0:00,48.13103448
3/8/2012 0:00,42.54487179
3/11/2012 0:00,38.97761194
3/14/2012 0:00,50.32846715
3/17/2012 0:00,40.44705882
3/20/2012 0:00,42.7125
3/23/2012 0:00,48.85714286
3/26/2012 0:00,43.83443709
3/29/2012 0:00,53.31914894
4/1/2012 0:00,39.17605634
4/4/2012 0:00,52.13868613
4/7/2012 0:00,47.13178295
4/10/2012 0:00,57.60544218
4/13/2012 0:00,58.25
4/16/2012 0:00,57.18
4/19/2012 0:00,50.31847134
4/22/2012 0:00,45.38571429
4/25/2012 0:00,59.50393701
4/28/2012 0:00,48.86184211
5/1/2012 0:00,60.04705882
5/4/2012 0:00,87.56521739
5/7/2012 0:00,107.3352941
5/10/2012 0:00,91.33333333
5/13/2012 0:00,105.2642857
5/16/2012 0:00,149.4049587
5/19/2012 0:00,237.6107383
5/22/2012 0:00,204.173913
5/25/2012 0:00,239.661157
5/28/2012 0:00,210.4788732
5/31/2012 0:00,152.2681159
6/3/2012 0:00,219.6143791
6/6/2012 0:00,104.1633987
6/9/2012 0:00,193.2748538
6/12/2012 0:00,116.9423077
6/15/2012 0:00,345.8238994
6/18/2012 0:00,223.2628571
6/21/2012 0:00,196.9264706
6/24/2012 0:00,170.9312977
6/27/2012 0:00,189.4171779
6/30/2012 0:00,171.3484848
7/3/2012 0:00,141.66875
7/6/2012 0:00,154.2967742
7/9/2012 0:00,154.1656442
7/12/2012 0:00,162.02
7/15/2012 0:00,188.1785714
7/18/2012 0:00,210.2451613
7/21/2012 0:00,245.3404255
7/24/2012 0:00,176.2049689
7/27/2012 0:00,152.5561798
7/30/2012 0:00,195.4261364
8/2/2012 0:00,201.2787879
8/5/2012 0:00,239.4460432
8/8/2012 0:00,241.9759036
8/11/2012 0:00,197.2559524
8/14/2012 0:00,219.7834395
8/17/2012 0:00,293.8695652
8/20/2012 0:00,205.9597701
8/23/2012 0:00,192.8363636
8/26/2012 0:00,164.9162011
8/29/2012 0:00,203.625
9/1/2012 0:00,253.2546584
9/4/2012 0:00,261.0849673
9/7/2012 0:00,199.3035714
9/10/2012 0:00,224.2133333
9/13/2012 0:00,223.2692308
9/16/2012 0:00,176.4906832
9/19/2012 0:00,228.5886525
9/22/2012 0:00,140.2165605
9/25/2012 0:00,173.9352518
9/28/2012 0:00,207.3924051
10/1/2012 0:00,188.7557252
10/4/2012 0:00,247.7131783
10/7/2012 0:00,277.808
10/10/2012 0:00,209.5704698
10/13/2012 0:00,223.5810811
10/16/2012 0:00,222.7935484
10/19/2012 0:00,187.2835821
10/22/2012 0:00,274.866242
10/25/2012 0:00,188.7972028
10/28/2012 0:00,108.2228916
10/31/2012 0:00,191.9160839
11/3/2012 0:00,163.6917808
11/6/2012 0:00,236.9333333
11/9/2012 0:00,165.5065789
11/12/2012 0:00,181.0833333
11/15/2012 0:00,276.5
11/18/2012 0:00,233.8082192
11/21/2012 0:00,257.0131579
11/24/2012 0:00,196.807947
11/27/2012 0:00,186.7027027
11/30/2012 0:00,238.064
12/3/2012 0:00,147.3401361
12/6/2012 0:00,271.2627737
12/9/2012 0:00,254.4365079
12/12/2012 0:00,282.5846154
12/15/2012 0:00,279.0086207
12/18/2012 0:00,398.496
12/21/2012 0:00,353.8095238
12/24/2012 0:00,273.5681818
12/27/2012 0:00,280.6858974
12/30/2012 0:00,273.7771084
1/2/2013 0:00,257.7320261
1/5/2013 0:00,280.822695
1/8/2013 0:00,290.406015
1/11/2013 0:00,450.8461538
1/14/2013 0:00,283.8216561
1/17/2013 0:00,433.3333333
1/20/2013 0:00,318.2384615
1/23/2013 0:00,370.4603175
1/26/2013 0:00,335.6794872
1/29/2013 0:00,327.2341772
2/1/2013 0:00,403.9591837
2/4/2013 0:00,335.3963415
2/7/2013 0:00,397.6428571
2/10/2013 0:00,350.5776398
2/13/2013 0:00,345.5555556
2/16/2013 0:00,272.1322751
2/19/2013 0:00,342.8867925
2/22/2013 0:00,365.7117647
2/25/2013 0:00,329.1372549
2/28/2013 0:00,375.125
3/3/2013 0:00,338.2546584
3/6/2013 0:00,404.9032258
3/9/2013 0:00,328.6745562
3/12/2013 0:00,359.1407407
3/15/2013 0:00,364.9767442
3/18/2013 0:00,228.8684211
3/21/2013 0:00,254.8807339
3/24/2013 0:00,271.6137566
3/27/2013 0:00,406.1603053
3/30/2013 0:00,342.1734104
4/2/2013 0:00,349.5911602
4/5/2013 0:00,388.4367089
4/8/2013 0:00,397.9354839
4/11/2013 0:00,427.54375
4/14/2013 0:00,362.5555556
4/17/2013 0:00,331.6140351
4/20/2013 0:00,313.6493506
4/23/2013 0:00,367.0714286
4/26/2013 0:00,323.1812865
4/29/2013 0:00,297.5632184
5/2/2013 0:00,413.6492537
5/5/2013 0:00,305.0424242
5/8/2013 0:00,305.6909091
5/11/2013 0:00,403.3076923
5/14/2013 0:00,431.6233766
5/17/2013 0:00,364.7888199
5/20/2013 0:00,378.4573643
5/23/2013 0:00,343.6149425
5/26/2013 0:00,249.8282209
5/29/2013 0:00,327.7380952
6/1/2013 0:00,254.9812207
6/4/2013 0:00,270.5258216
6/7/2013 0:00,324.1490683
6/10/2013 0:00,258.6206897
6/13/2013 0:00,232.2204301
6/16/2013 0:00,232.2486486
6/19/2013 0:00,345.8161765
6/22/2013 0:00,253.375
6/25/2013 0:00,284.2611465
6/28/2013 0:00,293.2071006
7/1/2013 0:00,249.2229299
7/4/2013 0:00,213.8909091
7/7/2013 0:00,163.2043011
7/10/2013 0:00,201.2205128
7/13/2013 0:00,241.8471338
7/16/2013 0:00,240.195122
7/19/2013 0:00,214.9649123
7/22/2013 0:00,242.2969697
7/25/2013 0:00,291.3013699
7/28/2013 0:00,222.0357143
7/31/2013 0:00,260.6526316
8/3/2013 0:00,269.0941176
8/6/2013 0:00,286.1526316
8/9/2013 0:00,254.6564103
8/12/2013 0:00,232.537037
8/15/2013 0:00,341.9352941
8/18/2013 0:00,290.7061856
8/21/2013 0:00,308.8316327
8/24/2013 0:00,283.1530055
8/27/2013 0:00,367.9704142
8/30/2013 0:00,305.3804878
9/2/2013 0:00,238.4465116
9/5/2013 0:00,339.273743
9/8/2013 0:00,295.8726115
9/11/2013 0:00,246.05
9/14/2013 0:00,199.8165138
9/17/2013 0:00,379.5027933
9/20/2013 0:00,294.97
9/23/2013 0:00,311.0857143
9/26/2013 0:00,355.2160494
9/29/2013 0:00,242.2411765
10/2/2013 0:00,324.4188482
10/5/2013 0:00,207.6666667
10/8/2013 0:00,280.6234568
10/11/2013 0:00,280.6594595
10/14/2013 0:00,229.808
10/17/2013 0:00,280.6586826
10/20/2013 0:00,248.3316583
10/23/2013 0:00,250.2895928
10/26/2013 0:00,262.3461538
10/29/2013 0:00,312.0625
11/1/2013 0:00,218.1298077
11/4/2013 0:00,233.4512821
11/7/2013 0:00,420.3819444
11/10/2013 0:00,336.4795322
11/13/2013 0:00,386.1309524
11/16/2013 0:00,243.1701031
11/19/2013 0:00,577.0621118
11/22/2013 0:00,447.3662791
11/25/2013 0:00,414.9884393
11/28/2013 0:00,546.5248619
12/1/2013 0:00,367.21
12/4/2013 0:00,465.6374269
12/7/2013 0:00,347.2410256
12/10/2013 0:00,352.203125
12/13/2013 0:00,347.1618497
12/16/2013 0:00,345.1840796
12/19/2013 0:00,310.9646018
12/22/2013 0:00,313
12/25/2013 0:00,342.1481481
12/28/2013 0:00,320.06
12/31/2013 0:00,265.4728261
1/3/2014 0:00,378.757764
1/6/2014 0:00,362.1397849
1/9/2014 0:00,285.173913
1/12/2014 0:00,244.1400966
1/15/2014 0:00,334.8478261
1/18/2014 0:00,296.3965517
1/21/2014 0:00,437.2108434
1/24/2014 0:00,347.0899471
1/27/2014 0:00,369.9655172
1/30/2014 0:00,345.4488636
2/2/2014 0:00,282.1666667
2/5/2014 0:00,401.9583333
2/8/2014 0:00,357.1923077
2/11/2014 0:00,409.9329268
2/14/2014 0:00,392.0890052
2/17/2014 0:00,392.6
2/20/2014 0:00,401.9435028
2/23/2014 0:00,356.2011834
2/26/2014 0:00,395.0384615
3/1/2014 0:00,440.2916667
3/4/2014 0:00,567.7852349
3/7/2014 0:00,435.813253
3/10/2014 0:00,475.7315436
3/13/2014 0:00,449.4135802
3/16/2014 0:00,346.9707602
3/19/2014 0:00,461.275
3/22/2014 0:00,392.1941176
3/25/2014 0:00,457.8535032
3/28/2014 0:00,385.5114943
3/31/2014 0:00,361.5911602
4/3/2014 0:00,327.195122
4/6/2014 0:00,331.192053
4/9/2014 0:00,404.6770186
4/12/2014 0:00,296.5217391
4/15/2014 0:00,400.0494505
4/18/2014 0:00,356.225
4/21/2014 0:00,339.8245614
4/24/2014 0:00,481.4172185
4/27/2014 0:00,297.3389831
4/30/2014 0:00,461.2826087
5/3/2014 0:00,381.3873239
5/6/2014 0:00,398.0824742
5/9/2014 0:00,389.9588235
5/12/2014 0:00,453.7682927
5/15/2014 0:00,437.9707602
5/18/2014 0:00,290.1860465
5/21/2014 0:00,393.7428571
5/24/2014 0:00,343.3246753
5/27/2014 0:00,503.8529412
5/30/2014 0:00,389.9820359
6/2/2014 0:00,333.8549223
6/5/2014 0:00,440.4276316
6/8/2014 0:00,355.2058824
6/11/2014 0:00,430.3219178
6/14/2014 0:00,301.1011236
6/17/2014 0:00,380.8532609
6/20/2014 0:00,308.5
6/23/2014 0:00,342.1363636
6/26/2014 0:00,359.251462
6/29/2014 0:00,315.9620253
7/2/2014 0:00,487.0656934
7/5/2014 0:00,328.6447368
7/8/2014 0:00,467.4466667
7/11/2014 0:00,378.6987179
7/14/2014 0:00,464.8962963
7/17/2014 0:00,385.0755814
7/20/2014 0:00,335.4903226
7/23/2014 0:00,458.1027397
7/26/2014 0:00,420.3955224
7/29/2014 0:00,413.4697987
8/1/2014 0:00,432.5796178
8/4/2014 0:00,530.0546875
8/7/2014 0:00,436.95625
8/10/2014 0:00,327.1920904
8/13/2014 0:00,522.3310345
8/16/2014 0:00,430.2151899
8/19/2014 0:00,401.827957
8/22/2014 0:00,426.7388535
8/25/2014 0:00,510.1751825
8/28/2014 0:00,396.6936416
8/31/2014 0:00,307.2074468
9/3/2014 0:00,425.2544379
9/6/2014 0:00,354.0167598
9/9/2014 0:00,560.3561644
9/12/2014 0:00,444.0519481
9/15/2014 0:00,497.8860759
9/18/2014 0:00,432.2011173
9/21/2014 0:00,364.6341463
9/24/2014 0:00,480.6025641
9/27/2014 0:00,473.481203
9/30/2014 0:00,509.8431373
10/3/2014 0:00,511.0272109
10/6/2014 0:00,484.7763975
10/9/2014 0:00,559.3851351
10/12/2014 0:00,429.1148649
10/15/2014 0:00,505.013245
10/18/2014 0:00,405.347561
10/21/2014 0:00,533.6666667
10/24/2014 0:00,489.9748428
10/27/2014 0:00,528.1572327
10/30/2014 0:00,544.8352941
11/2/2014 0:00,497.8709677
11/5/2014 0:00,648.2608696
11/8/2014 0:00,475.2745098
11/11/2014 0:00,663.7054264
11/14/2014 0:00,560.4350649
11/17/2014 0:00,613.5694444
11/20/2014 0:00,647.7391304
11/23/2014 0:00,544.2464789
11/26/2014 0:00,621.2481752
11/29/2014 0:00,503.8089172
12/2/2014 0:00,662.7933333
12/5/2014 0:00,582.6923077
12/8/2014 0:00,556.7239264
12/11/2014 0:00,567.6013514
12/14/2014 0:00,565.2695035
12/17/2014 0:00,769.09375
12/20/2014 0:00,648.5149254
12/23/2014 0:00,663.1266667
12/26/2014 0:00,501.3026316
12/29/2014 0:00,508.8231707
1/1/2015 0:00,359.6606061
1/4/2015 0:00,498.2209302
1/7/2015 0:00,642.2571429
1/10/2015 0:00,713.4285714
1/13/2015 0:00,805.5826772
1/16/2015 0:00,753.2302158
1/19/2015 0:00,683.9236111
1/22/2015 0:00,694.0592593
1/25/2015 0:00,692.464
1/28/2015 0:00,519.7073171
1/31/2015 0:00,519.9518072
2/3/2015 0:00,722.7795276
2/6/2015 0:00,484.2090395
2/9/2015 0:00,650.6708075
2/12/2015 0:00,734.6806723
2/15/2015 0:00,609.05
2/18/2015 0:00,633.0479042
2/21/2015 0:00,618.5
2/24/2015 0:00,814.9224806
2/27/2015 0:00,667.5921053
3/2/2015 0:00,664.1582278
3/5/2015 0:00,766.0227273
3/8/2015 0:00,561.0705128
3/11/2015 0:00,654.3181818
3/14/2015 0:00,683.2900763
3/17/2015 0:00,777.8203125
3/20/2015 0:00,761.2647059
3/23/2015 0:00,731.1655172
3/26/2015 0:00,683.6554054
3/29/2015 0:00,591.6078431
4/1/2015 0:00,904.1136364
4/4/2015 0:00,585.9542484
4/7/2015 0:00,715.2236842
4/10/2015 0:00,742.2763158
4/13/2015 0:00,739.7884615
4/16/2015 0:00,717.7246377
4/19/2015 0:00,628.5103448
4/22/2015 0:00,736.0394737
4/25/2015 0:00,604.0797546
4/28/2015 0:00,739.8235294
5/1/2015 0:00,672.7027027
5/4/2015 0:00,812.5
5/7/2015 0:00,788.1205674
5/10/2015 0:00,693.0930233
5/13/2015 0:00,671.962963
5/16/2015 0:00,687.0151515
5/19/2015 0:00,825.7384615
5/22/2015 0:00,744.7101449
5/25/2015 0:00,752.3829787
5/28/2015 0:00,840.7575758
5/31/2015 0:00,667.4594595
6/3/2015 0:00,898.5915493
6/6/2015 0:00,520.7640449
6/9/2015 0:00,805.5496689
6/12/2015 0:00,893.9788732
6/15/2015 0:00,898.5347222
6/18/2015 0:00,800.8269231
6/21/2015 0:00,779.4677419
6/24/2015 0:00,724.9551282
6/27/2015 0:00,821.7364341
6/30/2015 0:00,1074.958621
7/3/2015 0:00,805.7080745
7/6/2015 0:00,961.7127072
7/9/2015 0:00,1437.315789
7/12/2015 0:00,1545.814815
7/15/2015 0:00,755.3594771
7/18/2015 0:00,877.147651
7/21/2015 0:00,1053.425197
7/24/2015 0:00,650.4023669
7/27/2015 0:00,773.3288591
7/30/2015 0:00,922.2164179
8/2/2015 0:00,686.0927152
8/5/2015 0:00,1005.699248
8/8/2015 0:00,630.5093168
8/11/2015 0:00,708.2777778
8/14/2015 0:00,783.4859155
8/17/2015 0:00,782.6462585
8/20/2015 0:00,788.2
8/23/2015 0:00,705.4402985
8/26/2015 0:00,763.0559006
8/29/2015 0:00,671.80625
9/1/2015 0:00,846.8181818
9/4/2015 0:00,666.4935897
9/7/2015 0:00,825.4407895
9/10/2015 0:00,730.7076023
9/13/2015 0:00,967.205298
9/16/2015 0:00,1177.950704
9/19/2015 0:00,918.808
9/22/2015 0:00,871.2356688
9/25/2015 0:00,781.5
9/28/2015 0:00,969.020979
10/1/2015 0:00,901.5234899
10/4/2015 0:00,676.6732026
10/7/2015 0:00,1014.518797
10/10/2015 0:00,793.78125
10/13/2015 0:00,984.5109489
10/16/2015 0:00,995.0416667
10/19/2015 0:00,872.5393939
10/22/2015 0:00,995.9594595
10/25/2015 0:00,848.3096774
10/28/2015 0:00,1152.338129
10/31/2015 0:00,1057.142857
11/3/2015 0:00,1202.335484
11/6/2015 0:00,1150.986207
11/9/2015 0:00,1072.724832
11/12/2015 0:00,980.4161491
11/15/2015 0:00,896.05625
11/18/2015 0:00,1080.189542
11/21/2015 0:00,868.0172414
11/24/2015 0:00,976.4358974
11/27/2015 0:00,1204.774436
11/30/2015 0:00,1127.45679
12/3/2015 0:00,1160.380282
12/6/2015 0:00,1130.264151
12/9/2015 0:00,1311.446429
12/12/2015 0:00,1260.12963
12/15/2015 0:00,1224.032787
12/18/2015 0:00,1265.366864
12/21/2015 0:00,1539.892617
12/24/2015 0:00,1523.391304
12/27/2015 0:00,781.8097561
12/30/2015 0:00,1069.375758
