Timestamp,hash-rate
4/18/2015 0:00,339554.233
4/21/2015 0:00,346928.2132
4/24/2015 0:00,348565.8874
4/27/2015 0:00,350074.0497
4/30/2015 0:00,333033.2842
5/3/2015 0:00,338104.857
5/6/2015 0:00,331409.4454
5/9/2015 0:00,346053.3453
5/12/2015 0:00,341721.4033
5/15/2015 0:00,342398.0794
5/18/2015 0:00,365143.5211
5/21/2015 0:00,350303.9655
5/24/2015 0:00,347644.5787
5/27/2015 0:00,338632.8548
5/30/2015 0:00,337593.0405
6/2/2015 0:00,338632.8548
6/5/2015 0:00,341152.7355
6/8/2015 0:00,351645.1766
6/11/2015 0:00,362626.6972
6/14/2015 0:00,363978.5209
6/17/2015 0:00,352646.7784
6/20/2015 0:00,362174.7752
6/23/2015 0:00,347242.6248
6/26/2015 0:00,359593.7344
6/29/2015 0:00,361711.0675
7/2/2015 0:00,354835.5803
7/5/2015 0:00,361303.8832
7/8/2015 0:00,373630.5241
7/11/2015 0:00,373981.3509
7/14/2015 0:00,362611.5954
7/17/2015 0:00,363853.4614
7/20/2015 0:00,370334.1942
7/23/2015 0:00,367795.1743
7/26/2015 0:00,379982.6239
7/29/2015 0:00,386597.3152
8/1/2015 0:00,376078.946
8/4/2015 0:00,384246.5045
8/7/2015 0:00,377563.9566
8/10/2015 0:00,368785.4997
